file,peak,plato,Ra,Rm+Ra,Rm,tau,Cm,Ih,Cell,Stimulation_Type,VC
2020_02_13_0024,-171.3991089,-31.09013748,58.3433605,321.6454094,263.3020489,1.074051261,4.639843889,-123.9188004,3,control,-70
2020_02_13_0024,-167.3707886,-32.12148666,59.74758251,311.3180939,251.5705113,0.854364634,3.751488625,-120.3595734,3,control,-70
2020_02_13_0024,-169.059082,-32.45529175,59.1509186,308.1161642,248.9652456,0.839860976,4.084518064,-122.5638199,3,control,-70
2020_02_13_0024,-168.8894196,-36.82947922,59.21034027,271.5216238,212.3112835,0.838014483,4.631102424,-120.0003433,3,control,-70
2020_02_13_0024,-170.250824,-34.33619308,58.73686697,291.2378776,232.5010107,0.917235434,4.316607549,-119.3045425,3,control,-70
2020_02_13_0024,-169.4521942,-31.42423248,59.01369437,318.2257516,259.2120572,0.925765634,3.957955686,-119.9480286,3,control,-70
2020_02_13_0024,-169.9487457,-33.15995789,58.8412698,301.5685374,242.7272676,0.901021183,4.17969575,-114.9570923,3,control,-70
2020_02_13_0024,-169.6673737,-32.06277847,58.93885067,311.8881294,252.9492787,0.958942711,4.048317545,-119.1772385,3,control,-70
2020_02_13_0024,-170.2384033,-34.10600281,58.74115244,293.2035178,234.4623653,0.851064682,4.010206871,-118.5581665,3,control,-70
2020_02_13_0024,-170.7618561,-30.79978561,58.56108753,324.6775846,266.1164971,0.983497381,4.110476596,-119.9672089,3,control,-70
2020_02_13_0024,-170.8363495,-36.0671196,58.53555189,277.2608434,218.7252915,0.933043301,4.990771939,-111.9838104,3,control,-70
2020_02_13_0024,-172.0011902,-33.22375488,58.13913258,300.9894588,242.8503262,1.02444005,5.037332095,-113.2707825,3,control,-70
2020_02_13_0024,-171.5066986,-36.46224976,58.3067605,274.2562532,215.9494927,0.930344343,4.791789704,-118.6331558,3,control,-70
2020_02_13_0025,-184.7859497,-32.26673508,54.11666859,309.9166983,255.8000297,1.058637142,4.796389868,-117.5821838,3,control,-70
2020_02_13_0025,-183.1990356,-27.10926628,54.58544017,368.87756,314.2921199,1.069947243,4.881278167,-118.436676,3,monochromator,-70
2020_02_13_0025,-187.0645905,-32.46255875,53.45747143,308.0471899,254.5897185,1.059927702,5.869283516,-116.5242462,3,monochromator,-70
2020_02_13_0025,-185.9659576,-33.82059097,53.77328263,295.6778611,241.9045785,1.018031955,5.973681269,-114.08284,3,monochromator,-70
2020_02_13_0025,-189.4429321,-32.27741623,52.78634514,309.8141415,257.0277964,1.105899453,5.264108075,-114.6341858,3,monochromator,-70
2020_02_13_0025,-185.6851959,-28.17636299,53.85458949,354.9074096,301.0528201,1.145588636,5.023810561,-117.7815704,3,monochromator,-70
2020_02_13_0025,-188.5274048,-33.82618332,53.04268635,295.6289779,242.5862915,0.979375482,6.672833022,-114.32901,3,monochromator,-70
2020_02_13_0025,-185.6709595,-31.90815544,53.85871882,313.3995012,259.5407824,1.161370277,5.896683006,-115.8426819,3,monochromator,-70
2020_02_13_0025,-185.4085083,-32.18738937,53.93495742,310.6806794,256.745722,1.144489527,5.738829891,-117.5699768,3,monochromator,-70
2020_02_13_0025,-186.301651,-33.72140884,53.67638959,296.5475151,242.8711256,1.180550337,6.417466179,-111.4278107,3,monochromator,-70
2020_02_13_0025,-188.859024,-31.01449776,52.94954822,322.4298545,269.4803063,0.992788672,5.51483895,-109.8470001,3,monochromator,-70
2020_02_13_0025,-186.5702057,-27.99325752,53.5991262,357.2288788,303.6297526,1.247147202,5.11051736,-109.4502716,3,monochromator,-70
2020_02_13_0025,-186.0249634,-30.46925163,53.75622614,328.1997248,274.4434986,1.035040736,5.61768657,-107.7982483,3,monochromator,-70
2020_02_13_0026,-368.5219727,-21.84812164,27.13542405,457.705251,430.5698269,0.528903663,1.228380695,-19.17331314,4,control,-70
2020_02_13_0026,-359.6542969,-22.60074043,27.80447804,442.4633799,414.6589019,0.537513554,1.296278825,-19.37400436,4,control,-70
2020_02_13_0026,-357.1259766,-20.33401489,28.0013235,491.7867943,463.7854708,0.557411075,1.201872654,-19.58297348,4,control,-70
2020_02_13_0026,-348.1010437,-21.847826,28.72729106,457.7114445,428.9841535,0.56930536,1.327101143,-20.30711937,4,control,-70
2020_02_13_0026,-332.7698364,-23.77503967,30.0508006,420.6091825,390.5583819,0.630790055,1.615097983,-19.89125252,4,control,-70
2020_02_13_0026,-324.9428711,-23.63267326,30.77464037,423.1429889,392.3683485,0.605162144,1.542331704,-19.7836647,4,control,-70
2020_02_13_0026,-315.6820679,-20.22544289,31.67744075,494.4267503,462.7493096,0.653123319,1.411397717,-21.35402679,4,control,-70
2020_02_13_0026,-293.8770142,-25.55486107,34.02783994,391.314982,357.2871421,0.586911082,1.642687388,-20.20987701,4,control,-70
2020_02_13_0026,-271.7636719,-21.96713638,36.7966768,455.2254707,418.4287939,0.71512872,1.709081044,-25.35544968,4,control,-70
2020_02_13_0026,-260.1731873,-21.30486298,38.4359361,469.3764053,430.9404692,0.70398438,1.633600068,-21.19885254,4,control,-70
2020_02_13_0026,-254.2662201,-20.59461021,39.32885775,485.5639362,446.2350784,0.752970576,1.687385445,-22.22300148,4,control,-70
2020_02_13_0026,-259.3642273,-17.7929039,38.55581822,562.0218069,523.4659887,0.812267125,1.551709456,-23.59474182,4,control,-70
2020_02_13_0026,-261.0401001,-20.89875031,38.30829055,478.4975108,440.1892203,0.64414376,1.46333379,-23.87198639,4,control,-70
2020_02_13_0026,-255.8986511,-18.87882805,39.07797074,529.693897,490.6159263,0.783398509,1.596765346,-23.0319767,4,control,-70
2020_02_13_0026,-254.6800232,-18.72394943,39.26495637,534.0753582,494.8104018,0.675298154,1.364761436,-24.00646973,4,control,-70
2020_02_13_0027,-243.1403046,-18.48822594,41.12851638,540.884779,499.7562626,0.906950593,1.814785848,-25.41435814,4,control,-70
2020_02_13_0027,-243.4658203,-18.66726112,41.07352723,535.6972259,494.6236987,0.86954391,1.757990796,-23.13571358,4,monochromator,-70
2020_02_13_0027,-245.1714172,-20.00053978,40.78778886,499.9865059,459.198717,0.940957665,2.049129561,-21.55219078,4,monochromator,-70
2020_02_13_0027,-245.2527924,-17.94569016,40.77425543,557.2368582,516.4626028,0.975393355,1.888604034,-22.81358337,4,monochromator,-70
2020_02_13_0027,-239.9698639,-19.99918365,41.67189929,500.0204095,458.3485102,0.853910506,1.863015777,-23.09163284,4,monochromator,-70
2020_02_13_0027,-243.5539856,-20.94048119,41.05865882,477.5439452,436.4852864,0.968885124,2.219742919,-20.60614586,4,monochromator,-70
2020_02_13_0027,-240.410675,-18.6028347,41.59549071,537.5524838,495.9569931,0.92605859,1.867215511,-22.65082359,4,monochromator,-70
2020_02_13_0027,-237.8539734,-17.80395317,42.04260226,561.6730118,519.6304096,0.991649687,1.908375009,-22.52197075,4,monochromator,-70
2020_02_13_0027,-244.9611816,-18.94802284,40.82279459,527.7595495,486.936755,0.950396121,1.951785547,-21.51828194,4,monochromator,-70
2020_02_13_0027,-245.7682037,-19.92594147,40.68874593,501.8583446,461.1695987,0.937251091,2.032334945,-21.44368362,4,monochromator,-70
2020_02_13_0027,-245.6257782,-19.24031448,40.71233921,519.7420244,479.0296852,1.023601651,2.136823005,-21.83023834,4,monochromator,-70
2020_02_13_0027,-244.3474426,-15.53887081,40.92533113,643.5474058,602.6220747,0.78890878,1.309126918,-25.30585289,4,monochromator,-70
2020_02_13_0027,-247.8128815,-19.00431061,40.35302742,526.1964091,485.8433817,0.897312343,1.846916881,-21.35213089,4,monochromator,-70
2020_02_13_0027,-246.1378021,-14.91834641,40.62764806,670.3155784,629.6879304,0.875031233,1.389626815,-25.83482361,4,monochromator,-70
2020_02_13_0028,-248.9486694,-19.05314827,40.16892327,524.847645,484.6787218,1.185925364,2.446827788,-19.97219658,4,control,-70
2020_02_13_0028,-238.5029449,-22.00861549,41.92820345,454.3675182,412.4393147,1.463849664,3.549248608,-19.55366898,4,control,-70
2020_02_13_0028,-246.4449921,-24.11251259,40.57700632,414.7224377,374.1454314,1.353298545,3.617038807,-18.93584442,4,control,-70
2020_02_13_0028,-232.6660004,-18.63960457,42.98006578,536.4920679,493.5120021,1.419836283,2.877004564,-20.26366997,4,control,-70
2020_02_13_0028,-230.2893677,-18.38062477,43.42362872,544.0511476,500.6275189,1.334258556,2.665172221,-21.41960144,4,control,-70
2020_02_13_0028,-230.5858307,-20.40729523,43.36779918,490.0208425,446.6530433,1.382274151,3.094738011,-19.53623009,4,control,-70
2020_02_13_0028,-231.5100708,-20.2488308,43.19466521,493.855675,450.6610098,1.316283703,2.920784524,-18.97819519,4,control,-70
2020_02_13_0028,-225.1624146,-18.77867889,44.4123857,532.518824,488.1064383,1.376720548,2.820533473,-19.95475769,4,control,-70
2020_02_13_0028,-230.5509491,-19.43300629,43.37436059,514.58842,471.2140594,1.39383328,2.957961996,-17.74005318,4,control,-70
2020_02_13_0028,-234.3251648,-18.70123482,42.67574082,534.7240488,492.048308,1.374549627,2.793525767,-18.23829842,4,control,-70
2020_02_13_0028,-230.1299286,-19.74971771,43.45371357,506.336351,462.8826374,1.393798113,3.011126364,-18.89349365,4,control,-70
2020_02_13_0028,-227.3646698,-18.57136536,43.98220712,538.4633713,494.4811642,1.412176967,2.855876156,-17.63043976,4,control,-70
2020_02_13_0028,-227.5415344,-18.22811699,43.94802041,548.6030184,504.654998,1.31846416,2.612604978,-17.81977272,4,control,-70
2020_02_13_0028,-226.198761,-15.98308563,44.20890705,625.6614167,581.4525096,1.350160956,2.322048549,-21.35981178,4,control,-70
2020_02_13_0029,-219.7444153,-12.19437599,45.50741363,820.0501614,774.5427477,1.341780066,1.73235121,-25.98311043,4,control,-70
2020_02_13_0029,-224.0793915,-19.92901802,44.62704015,501.78087,457.1538298,1.333749056,2.917506032,-27.99578285,4,monochromator,-70
2020_02_13_0029,-221.1199341,-22.32234192,45.22432607,447.9816695,402.7573434,1.133137226,2.813448953,-23.50895309,4,monochromator,-70
2020_02_13_0029,-219.4288177,-20.14904213,45.57286551,496.3015083,450.7286428,1.302091718,2.888859491,-19.46277046,4,monochromator,-70
2020_02_13_0029,-229.7571564,-32.71737289,43.52421556,305.6480125,262.123797,-4.408503532,-16.81840254,-19.26626587,4,monochromator,-70
2020_02_13_0029,-214.5340881,-18.25114822,46.61263898,547.9107329,501.2980939,1.455218196,2.902899918,-24.72370148,4,monochromator,-70
2020_02_13_0029,-214.1708679,-17.22873497,46.69169106,580.4256678,533.7339767,1.343021154,2.516274423,-24.35451317,4,monochromator,-70
2020_02_13_0029,-213.8939667,-20.14398193,46.75213684,496.4261799,449.6740431,1.440400481,3.203210199,-25.73003769,4,monochromator,-70
2020_02_13_0029,-216.8653412,-18.03722572,46.11156373,554.4089847,508.297421,1.393586755,2.741675832,-28.00769234,4,monochromator,-70
2020_02_13_0029,-215.4064484,-20.31368828,46.42386556,492.2788941,445.8550285,1.408093929,3.15818784,-24.70583916,4,monochromator,-70
2020_02_13_0029,-215.9661865,-20.92835808,46.30354483,477.8205707,431.5170258,1.412675261,3.273741653,-21.70469475,4,monochromator,-70
2020_02_13_0030,-225.0037384,-18.96756172,44.44370601,527.2158935,482.7721875,1.330152273,2.755237994,-20.23550034,4,control,-70
2020_02_13_0030,-226.0014191,-14.37591267,44.24750978,695.6080099,651.3605001,1.509082556,2.316816196,-34.25245667,4,control,-70
2020_02_13_0030,-220.9120331,-19.95102501,45.26688683,501.2273803,455.9604935,1.448846698,3.177570685,-19.68853188,4,control,-70
2020_02_13_0030,-218.3908234,-20.99573517,45.78946975,476.287204,430.4977343,1.335028768,3.101128441,-15.61795616,4,control,-70
2020_02_13_0030,-218.2311859,-22.55988693,45.82296503,443.2646329,397.4416679,1.268074274,3.190592171,-19.19555473,4,control,-70
2020_02_13_0030,-218.6020966,-18.5362606,45.74521543,539.483136,493.7379205,1.663479567,3.369154965,-16.87152481,4,control,-70
2020_02_13_0030,-217.3015747,-19.41451263,46.01899463,515.0786007,469.059606,1.415371895,3.017467027,-17.31755066,4,control,-70
2020_02_13_0030,-214.3061523,-17.35866737,46.66221614,576.0810888,529.4188726,1.367524981,2.583068062,-17.01706886,4,control,-70
2020_02_13_0030,-212.3671112,-20.7278347,47.0882706,482.44306,435.3547894,1.452343225,3.335999192,-13.82915688,4,control,-70
2020_02_13_0030,-209.031311,-24.43141747,47.83972291,409.3090388,361.4693159,1.428798199,3.952750996,-23.63468933,4,control,-70
2020_02_13_0030,-206.2283936,-21.90222931,48.48992822,456.5745276,408.0845994,1.49655211,3.667259465,-25.09483719,4,control,-70
2020_02_13_0030,-212.0995026,-21.20004082,47.14768248,471.697205,424.5495226,1.437663913,3.386327946,-19.46786499,4,monochromator,-70
2020_02_13_0030,-215.4165344,-22.23472214,46.42169194,449.747019,403.3253271,1.606789827,3.983855512,-22.86470604,4,monochromator,-70
2020_02_13_0030,-208.4960785,-20.97389793,47.96253278,476.7830964,428.8205636,1.487221122,3.46816652,-25.87890434,4,monochromator,-70
2020_02_13_0030,-211.3201294,-13.59212875,47.3215686,735.7199289,688.3983603,1.576970816,2.290782353,-28.05973816,4,monochromator,-70
2020_02_13_0030,-209.0641785,-24.24973488,47.83220193,412.3756425,364.5434405,1.464514375,4.017393298,-25.43287849,4,monochromator,-70
2020_02_13_0030,-212.9680786,-32.08948135,46.95539381,311.6285954,264.6732015,1.443384528,5.453459284,-23.1158905,4,monochromator,-70
2020_02_13_0030,-207.4866486,-13.55023003,48.19587221,737.9948518,689.7989796,1.616944551,2.344080811,-23.83657455,4,monochromator,-70
2020_02_13_0030,-207.467865,-21.88401794,48.20023574,456.9544782,408.7542424,1.349698305,3.301979931,-15.55457401,4,monochromator,-70
2020_02_13_0030,-205.2072296,-18.26210022,48.73122657,547.5821444,498.8509179,1.425967813,2.858504939,-18.18143272,4,monochromator,-70
2020_02_13_0031,-209.9187775,-17.90219116,47.63747255,558.5908401,510.9533675,1.372997403,2.687128592,-17.0099144,4,control,-70
2020_02_13_0031,-211.6132355,-19.29146767,47.25602337,518.3638784,471.107855,1.515464425,3.216809928,-21.0527668,4,control,-70
2020_02_13_0031,-211.8937073,-21.44876862,47.19347322,466.227231,419.0337578,1.341422439,3.201227619,-15.15706253,4,control,-70
2020_02_13_0031,-214.0633545,-17.04188538,46.71514199,586.7895353,540.0743933,1.446654201,2.678620239,-17.62607956,4,control,-70
2020_02_13_0031,-215.286972,-21.71398163,46.44962909,460.5327651,414.083136,1.617557883,3.906360203,-17.9893837,4,control,-70
2020_02_13_0031,-217.3534393,-18.94342232,46.00801363,527.8877191,481.8797055,1.4715029,3.053672697,-19.096735,4,control,-70
2020_02_13_0031,-218.4956665,-19.47529984,45.76749809,513.4709137,467.7034156,1.460275769,3.12222601,-16.85587311,4,control,-70
2020_02_13_0031,-210.89534,-17.68093872,47.41688461,565.5808302,518.1639456,1.556713581,3.004287725,-17.9864769,4,control,-70
2020_02_13_0031,-218.3082123,-16.3123703,45.80679717,613.0316941,567.2248969,1.441853762,2.541943715,-17.65369034,4,control,-70
2020_02_13_0031,-213.1478271,-17.85823059,46.91579611,559.9658907,513.0500946,1.442107439,2.810851132,-16.71055222,4,control,-70
2020_02_13_0031,-212.9095001,-16.94851685,46.9683128,590.0221294,543.0538166,1.439674139,2.651070842,-19.87856674,4,control,-70
2020_02_13_0031,-212.3093262,-18.41590309,47.1010868,543.0089391,495.9078523,1.507948518,3.040783708,-17.4269886,4,control,-70
2020_02_13_0034,-237.1897736,-17.68768501,42.16033369,565.365111,523.2047773,0.69960922,1.539877747,-27.82484818,5,control,-70
2020_02_13_0034,-242.1156616,-18.54588318,41.30257387,539.2032239,497.90065,0.559547246,1.17930862,-27.9038353,5,control,-70
2020_02_13_0034,-241.738678,-16.13702202,41.3669839,619.6930257,578.3260418,0.557379425,1.046836245,-28.64702797,5,control,-70
2020_02_13_0034,-245.25,-16.87616158,40.77471967,592.5518048,551.7770852,0.535663605,1.037186251,-27.57711792,5,control,-70
2020_02_13_0034,-243.1532593,-16.33089828,41.12632514,612.3361879,571.2098627,0.585150659,1.037369208,-28.4531517,5,control,-70
2020_02_13_0034,-244.0292969,-16.74227715,40.97868628,597.2903156,556.3116293,0.511129379,0.952300527,-28.06539917,5,control,-70
2020_02_13_0034,-243.0132446,-17.01386642,41.15002051,587.7558781,546.6058576,0.576983094,1.133440945,-27.73868179,5,control,-70
2020_02_13_0034,-242.9163055,-18.53534508,41.16644199,539.509783,498.343341,0.52670455,1.133093039,-27.34733772,5,control,-70
2020_02_13_0034,-242.8121796,-16.25364876,41.18409553,615.2464686,574.0623731,0.61037761,1.222028468,-27.45145798,5,control,-70
2020_02_13_0034,-241.1570587,-15.84284878,41.46675222,631.1996119,589.7328597,0.568131924,1.105191478,-28.61830521,5,control,-70
2020_02_13_0034,-238.7371826,-18.33729935,41.88706548,545.3365739,503.4495084,0.483648837,1.032287037,-27.86434174,5,monochromator,-70
2020_02_13_0034,-233.096817,-16.06370926,42.90062871,622.5212271,579.6205984,0.503023028,0.98688868,-28.13361549,5,monochromator,-70
2020_02_13_0034,-231.3052673,-16.30796623,43.23291084,613.1972471,569.9643363,0.46352753,0.844104359,-28.46033287,5,monochromator,-70
2020_02_13_0034,-230.0450592,-17.1859684,43.46974473,581.870033,538.4002883,0.457915366,0.907481504,-26.79084206,5,monochromator,-70
2020_02_13_0034,-229.6429443,-16.01599312,43.54586216,624.3758927,580.8300305,0.468204796,0.87066226,-27.92537689,5,monochromator,-70
2020_02_13_0034,-221.2129364,-16.10331917,45.20531287,620.9899894,575.7846766,0.457962453,0.846218265,-28.90912056,5,monochromator,-70
2020_02_13_0034,-224.2252045,-16.5324192,44.59801932,604.8721531,560.2741338,0.46431455,0.87628123,-27.727911,5,monochromator,-70
2020_02_13_0034,-223.5322723,-17.78867722,44.7362696,562.1553463,517.4190767,0.467172593,1.00537325,-27.93255806,5,monochromator,-70
2020_02_13_0034,-219.9168396,-17.01629829,45.47173385,587.6718795,542.2001456,0.458025426,0.934862325,-28.86244583,5,monochromator,-70
2020_02_13_0034,-220.9436646,-16.21994591,45.26040618,616.5248674,571.2644612,0.458868802,0.880416102,-29.17839241,5,monochromator,-70
2020_02_13_0034,-219.2598114,-16.76092339,45.60799326,596.6258404,551.0178471,0.459700197,0.871347386,-28.42083931,5,monochromator,-70
2020_02_13_0034,-219.4608612,-16.98167038,45.56621142,588.8702216,543.3040102,0.456925392,0.934423446,-28.83013344,5,monochromator,-70
2020_02_13_0034,-216.6819763,-17.07339668,46.15058516,585.7065343,539.5559492,0.482930332,0.917072885,-29.0455513,5,monochromator,-70
2020_02_13_0034,-214.2010651,-16.58499908,46.68510867,602.9545102,556.2694016,0.463533849,0.896365212,-28.23055267,5,monochromator,-70
2020_02_13_0034,-215.4828033,-16.49246216,46.40741556,606.3376047,559.9301891,0.468757004,0.893651659,-28.41365814,5,monochromator,-70
2020_02_13_0034,-215.030426,-17.37498093,46.50504668,575.5402001,529.0351535,0.462326944,0.896134987,-28.49982643,5,monochromator,-70
2020_03_20_0001,-235.348587,-38.16622162,42.49016374,262.0117889,219.5216251,1.833104134,8.350448994,-26.85840797,6,control,-60
2020_03_20_0001,-231.4864807,-34.24860764,43.19906704,291.9826729,248.7836058,1.702974081,6.84520218,-16.80452156,6,control,-60
2020_03_20_0001,-229.0891876,-30.33099365,43.65112166,329.6957599,286.0446382,2.14473772,7.497912682,-17.1266098,6,control,-60
2020_03_20_0001,-231.6364899,-35.21427536,43.17109107,283.9757427,240.8046517,1.856396317,7.709138111,-13.84689045,6,control,-60
2020_03_20_0001,-229.6774902,-56.69276428,43.53931241,176.3893528,132.8500404,1.114745378,8.391005191,-16.66039085,6,control,-60
2020_03_20_0001,-222.4606323,-21.26102257,44.95177369,470.3442635,425.3924898,1.933490396,4.545191657,-23.51103401,6,control,-60
2020_03_20_0001,-227.3831482,-40.6710701,43.97863289,245.8750157,201.8963828,1.688477159,8.363087713,-16.3912468,6,control,-60
2020_03_20_0001,-227.5949402,-30.33487129,43.93770789,329.6536156,285.7159077,1.936684251,6.778356398,-15.93532181,6,control,-60
2020_03_20_0001,-220.7663574,-21.3589592,45.29675679,468.1876072,422.8908504,2.004501343,4.739996953,-17.1486721,6,control,-60
2020_03_20_0001,-221.5428925,-26.57997322,45.1379861,376.2231029,331.0851168,2.084632397,6.296363959,-18.81353378,6,control,-60
2020_03_20_0001,-219.9265747,-32.70956039,45.46972103,305.7210149,260.2512938,1.877678633,7.214867619,-15.7911911,6,control,-60
2020_03_20_0001,-214.1480865,-28.62896156,46.69665819,349.2966372,302.599979,1.820703268,6.01686515,-14.85580921,6,control,-60
2020_03_20_0001,-212.0861206,-33.2919693,47.15065734,300.3727388,253.2220815,2.04080677,8.05935548,-11.54667377,6,control,-60
2020_03_20_0001,-213.7186279,-27.21739769,46.79049317,367.4120544,320.6215612,2.117380381,6.603986247,-13.94248772,6,control,-60
2020_03_20_0001,-215.1908264,-21.49299622,46.47038243,465.2678435,418.7974611,1.999391675,4.774125588,-20.40485954,6,control,-60
2020_03_20_0001,-215.5629272,-31.57522774,46.3901661,316.7039707,270.3138046,1.786408186,6.608645787,-15.27202415,6,control,-60
2020_03_20_0001,-214.5054626,-30.68423462,46.61885938,325.9002587,279.2813993,1.919144392,6.871722917,-10.348032,6,control,-60
2020_03_20_0001,-208.8917084,-30.5580864,47.87169428,327.2456223,279.3739281,1.842815757,6.596233835,-12.17761612,6,monochromator,-60
2020_03_20_0001,-207.5283356,-40.60829926,48.18619092,246.2550804,198.0688895,2.17889595,11.00069756,-17.69137001,6,monochromator,-60
2020_03_20_0001,-207.8239594,-27.26533127,48.11764741,366.7661288,318.6484814,2.08273077,6.536139011,-15.68676949,6,monochromator,-60
2020_03_20_0001,-206.3017578,-24.48358536,48.47268441,408.4369121,359.9642277,2.074560165,5.763239805,-17.57518196,6,monochromator,-60
2020_03_20_0001,-206.5782471,-31.13548088,48.40780741,321.176989,272.7691816,1.968797088,7.217813524,-11.68345165,6,monochromator,-60
2020_03_20_0001,-205.0648804,-32.58508301,48.76505417,306.8888914,258.1238372,2.287015438,8.860148147,-11.12163448,6,monochromator,-60
2020_03_20_0001,-210.5006866,-29.49261284,47.50578328,339.0679576,291.5621743,1.805863142,6.193749742,-16.55008507,6,monochromator,-60
2020_03_20_0001,-204.5148163,-29.45490837,48.89621291,339.5019898,290.6057768,2.108565092,7.255757662,-18.01934052,6,monochromator,-60
2020_03_20_0001,-208.0372162,-37.86011124,48.0683225,264.1302329,216.0619104,1.848026276,8.553225656,-9.003787994,6,monochromator,-60
2020_03_20_0001,-202.8823242,-19.59375572,49.28965615,510.3666771,461.077021,2.149695158,4.662334188,-38.45067215,6,monochromator,-60
2020_03_20_0001,-206.8326874,-43.44158173,48.34825736,230.1941965,181.8459391,1.891365409,10.40092189,-29.86163139,6,monochromator,-60
2020_03_20_0001,-208.4975586,-33.59854507,47.9621923,297.6319355,249.6697432,1.973486304,7.904387128,-47.23973465,6,monochromator,-60
2020_03_20_0001,-199.2863922,-40.45627594,50.17904077,247.1804378,197.0013971,1.949539781,9.896070838,-43.51144409,6,monochromator,-60
2020_03_20_0001,-180.7346497,-28.72382355,55.3297335,348.1430661,292.8133326,2.332032681,7.964229838,-12.38057613,6,monochromator,-60
2020_03_20_0001,-181.3773499,-30.1100502,55.13367578,332.1150225,276.9813467,1.954473376,7.05633574,-12.34821987,6,monochromator,-60
2020_03_20_0001,-177.7520142,-30.74607277,56.25815295,325.2447906,268.9866377,2.17741847,8.094894562,-9.870045662,6,monochromator,-60
2020_03_20_0001,-180.8684845,-40.18800354,55.2887919,248.8304747,193.5416829,2.111394644,10.90925021,-9.194982529,6,monochromator,-60
2020_03_20_0001,-173.8148804,-28.27378082,57.53247351,353.6845696,296.152096,2.148385525,7.254331654,-16.24858665,6,monochromator,-60
2020_03_20_0001,-210.0991669,-33.74087143,47.59657141,296.3764591,248.7798877,1.882871151,7.568421904,-11.21428967,6,monochromator,-60
2020_03_20_0001,-201.474823,-30.8704834,49.63399323,323.9340269,274.3000337,2.117926598,7.721204293,-8.852302551,6,monochromator,-60
2020_03_20_0001,-197.152359,-30.2045784,50.72219298,331.0756359,280.3534429,2.001127958,7.137875453,-9.512659073,6,monochromator,-60
2020_03_20_0001,-196.1081543,-38.30453873,50.99227024,261.0656683,210.073398,1.875000715,8.92545526,-11.2892971,6,monochromator,-60
2020_03_20_0001,-193.7873383,-28.47085953,51.60295863,351.2363225,299.6333639,1.951060891,6.511494133,-12.02318954,6,monochromator,-60
2020_03_20_0001,-192.7063599,-28.71045303,51.89242331,348.305197,296.4127737,1.830018997,6.173887091,-13.34831429,6,monochromator,-60
2020_03_20_0001,-195.2330627,-29.28403664,51.22083247,341.4829767,290.2621442,1.948700786,6.713589162,-11.43195724,6,monochromator,-60
2020_03_20_0002,-284.8649597,-31.83250809,35.10435264,314.1442695,279.0399169,1.588844657,5.693969073,-15.30590248,6,control,-60
2020_03_20_0002,-309.5788574,-32.40216827,32.3019475,308.6213217,276.3193742,1.485216498,5.3749995,-12.808815,6,control,-60
2020_03_20_0002,-298.365509,-31.41704178,33.51593833,318.2985868,284.7826485,1.343194604,4.716560546,-17.67449379,6,control,-60
2020_03_20_0002,-317.4299011,-27.12102318,31.50301835,368.7176525,337.2146342,1.294507623,3.838823976,-15.82202435,6,control,-60
2020_03_20_0002,-332.5773315,-31.69972992,30.06819483,315.4601009,285.3919061,1.266798496,4.438803166,-10.92850399,6,control,-60
2020_03_20_0002,-295.8748474,-35.23548508,33.79807404,283.8048058,250.0067318,1.201079726,4.804189542,-12.47472858,6,control,-60
2020_03_20_0002,-319.9205627,-29.67593384,31.25775947,336.9733891,305.7156296,1.293395638,4.230714799,-15.77276802,6,control,-60
2020_03_20_0002,-304.5761108,-29.1084137,32.83251589,343.5432829,310.710767,1.531499267,4.929018977,-26.84475899,6,control,-60
2020_03_20_0002,-297.1833496,-27.2602272,33.64926068,366.8348002,333.1855395,1.47246635,4.41935851,-29.72090721,6,control,-60
2020_03_20_0002,-293.7975159,-27.71638489,34.03704749,360.7974143,326.7603668,1.437368989,4.398847398,-30.2991333,6,control,-60
2020_03_20_0002,-291.5124512,-26.11233711,34.30385206,382.9607422,348.6568901,1.27393198,3.653827061,-30.50900841,6,control,-60
2020_03_20_0002,-309.1376953,-27.19383812,32.34804474,367.7303644,335.3823196,1.429494023,4.262281998,-25.45701218,6,control,-60
2020_03_20_0004,-354.8399353,-40.86495209,28.18172084,244.7084724,216.5267516,1.10370934,5.097334773,-14.66686153,6,control,-60
2020_03_20_0004,-336.6284485,-24.89140129,29.70634254,401.7451602,372.0388177,1.319049597,3.545462285,-22.86860466,6,control,-60
2020_03_20_0004,-330.1057434,-31.55229568,30.29332328,316.9341496,286.6408263,1.471060276,5.132068223,-18.64911652,6,control,-60
2020_03_20_0004,-299.5351868,-29.91240692,33.38505939,334.3094398,300.9243804,1.37670815,4.57493058,-16.38275528,6,control,-60
2020_03_20_0004,-319.32901,-26.63493347,31.31566405,375.4467797,344.1311157,1.300503254,3.779092313,-23.20026779,6,control,-60
2020_03_20_0004,-297.6741943,-31.59144974,33.59377531,316.5413453,282.94757,1.875844121,6.629652699,-22.27207184,6,control,-60
2020_03_20_0004,-295.0968933,-35.63646698,33.88717478,280.6114311,246.7242564,1.471295238,5.963318156,-15.20581341,6,control,-60
2020_03_20_0004,-295.5851746,-29.39053535,33.83119608,340.2455886,306.4143925,1.588898301,5.185455841,-12.88647842,6,control,-60
2020_03_20_0004,-349.1371765,-24.0334549,28.64203721,416.086661,387.4446238,1.077429652,2.780861021,-22.6889534,6,control,-60
2020_03_20_0004,-295.380188,-25.98120499,33.8546741,384.8936185,351.0389444,1.424645305,4.058368245,-27.61783028,6,control,-60
